,bay_top1,bay_top2,bay_top3,gnt_top1,gnt_top2,gnt_top3,match
2518,0,1,2,4,3,1,False
2519,0,1,2,3,4,0,False
2520,3,0,2,4,3,0,False
2521,0,1,2,3,4,0,False
2522,2,0,1,0,4,3,False
2523,3,0,1,4,0,3,False
2524,0,1,2,0,4,3,False
2525,1,3,4,0,1,3,False
2526,0,2,1,4,3,0,False
2527,2,4,0,3,0,4,False
2528,2,0,1,3,0,4,False
2529,0,1,2,4,3,1,False
2530,2,4,0,3,0,4,False
2531,1,0,2,0,4,3,False
2532,0,1,2,4,0,3,False
2533,1,2,4,3,4,0,False
2534,0,3,1,4,3,0,False
2535,0,1,2,4,3,0,False
2536,1,2,4,1,4,0,False
2537,0,1,2,4,1,0,False
2538,2,3,0,4,3,1,False
2539,0,1,2,3,4,1,False
2540,2,0,1,4,3,0,False
2541,0,1,2,0,1,4,False
2542,3,0,1,0,1,4,False
2543,1,3,4,0,4,3,False
2544,2,0,1,0,3,4,False
2545,0,1,2,4,0,1,False
2546,1,2,3,0,4,3,False
2547,0,1,2,4,3,0,False
2548,4,0,1,0,3,4,False
2549,1,3,4,3,0,4,False
2550,0,1,2,0,4,3,False
2551,0,1,2,3,0,4,False
2552,2,4,0,3,4,0,False
2553,0,1,2,4,0,3,False
2554,1,0,2,4,0,1,False
2555,0,1,2,3,4,0,False
2556,3,0,1,4,0,3,False
2557,0,1,3,0,4,3,False
2558,1,3,4,0,4,1,False
2559,0,1,2,3,4,0,False
2560,0,1,2,1,4,3,False
2561,0,1,2,4,0,3,False
2562,2,0,1,4,0,1,False
2563,1,3,4,0,1,3,False
2564,0,1,2,3,4,0,False
2565,2,0,1,3,4,0,False
2566,2,4,0,3,0,4,False
2567,0,1,2,3,4,0,False
2568,1,2,3,0,4,3,False
2569,0,1,2,0,3,1,False
2570,0,3,4,4,2,3,False
2571,1,2,3,4,1,0,False
2572,1,2,3,0,3,4,False
2573,1,0,2,4,0,1,False
2574,1,2,0,3,4,0,False
2575,0,1,2,0,4,3,False
2576,0,1,2,4,0,3,False
2577,2,0,1,4,3,0,False
2578,0,1,2,3,4,0,False
2579,0,1,2,3,0,4,False
2580,0,1,2,4,1,0,False
2581,1,2,0,0,4,3,False
2582,3,0,1,4,2,3,False
2583,0,1,2,3,4,0,False
2584,1,2,3,0,4,3,False
2585,0,1,2,4,0,3,False
2586,0,1,2,4,0,1,False
2587,0,1,4,4,0,3,False
2588,1,3,4,0,4,3,False
2589,0,1,2,3,4,0,False
2590,2,1,3,0,3,4,False
2591,1,3,4,3,0,4,False
2592,0,1,2,3,0,4,False
2593,0,1,2,3,4,0,False
2594,0,1,2,3,4,0,False
2595,0,3,4,0,4,3,True
2596,0,1,2,4,0,3,False
2597,1,0,2,0,4,1,False
2598,2,4,1,4,3,0,False
2599,2,0,1,4,0,3,False
2600,1,0,2,0,3,4,False
2601,4,0,1,4,1,0,True
2602,1,0,2,0,4,1,False
2603,0,1,2,0,3,4,False
2604,0,1,2,4,3,0,False
2605,2,1,3,0,4,3,False
2606,0,2,1,4,1,3,False
2607,1,2,3,4,0,3,False
2608,1,2,3,0,4,3,False
2609,3,0,1,4,3,0,False
2610,4,0,1,1,3,0,False
2611,0,1,2,4,3,0,False
2612,1,2,3,0,4,3,False
2613,0,1,2,4,3,0,False
2614,0,1,2,4,1,0,False
2615,1,2,4,4,3,0,False
2616,3,4,1,0,3,1,False
2617,0,1,2,4,1,3,False
2618,0,1,2,4,0,3,False
2619,1,3,4,0,3,1,False
2620,2,4,0,4,3,0,False
2621,0,2,3,4,0,3,False
2622,0,1,2,4,3,0,False
2623,1,0,4,0,3,1,False
2624,1,3,4,0,3,1,False
2625,1,2,3,3,0,4,False
2626,1,3,0,4,1,0,False
2627,1,3,4,4,0,1,False
2628,0,1,2,0,3,4,False
2629,2,4,1,3,4,0,False
2630,0,1,2,4,0,3,False
2631,3,0,1,4,3,0,False
2632,0,1,2,3,4,0,False
2633,1,2,3,0,3,1,False
2634,0,3,1,4,3,0,False
2635,0,2,1,3,0,4,False
2636,0,1,2,4,3,0,False
2637,0,1,2,3,0,4,False
2638,0,1,2,4,1,3,False
2639,0,2,1,0,4,3,False
2640,3,0,1,0,4,3,False
2641,0,4,3,4,3,0,True
2642,1,3,4,0,1,4,False
2643,3,1,2,0,4,3,False
2644,0,1,2,4,3,0,False
2645,1,2,3,4,0,1,False
2646,0,1,2,0,4,3,False
2647,0,1,2,0,4,3,False
2648,0,1,2,4,0,1,False
2649,3,4,0,4,3,0,True
2650,0,1,2,0,4,3,False
2651,4,1,2,1,0,3,False
2652,3,0,1,0,3,4,False
2653,3,0,1,3,4,0,False
2654,0,2,1,4,3,0,False
2655,0,1,2,0,3,1,False
2656,0,1,2,4,0,3,False
2657,1,2,3,0,3,4,False
2658,0,1,2,0,4,1,False
2659,3,4,1,0,4,1,False
2660,0,1,2,3,4,0,False
2661,1,3,4,4,0,1,False
2662,0,1,2,0,4,3,False
2663,1,4,0,0,4,3,False
2664,0,1,2,3,2,0,False
2665,0,1,2,3,4,0,False
2666,0,1,2,4,0,1,False
2667,0,1,2,0,3,4,False
2668,0,1,2,4,3,0,False
2669,1,2,3,4,1,0,False
2670,1,3,4,0,3,4,False
2671,0,1,2,4,3,0,False
2672,0,1,2,4,3,0,False
2673,0,1,2,0,4,3,False
2674,1,2,3,0,4,3,False
2675,3,0,1,0,3,4,False
2676,0,2,4,3,4,0,False
2677,0,2,1,3,4,0,False
2678,0,1,2,4,1,3,False
2679,3,1,0,4,3,0,False
2680,1,0,2,4,2,0,False
2681,0,1,2,4,0,3,False
2682,1,0,2,3,4,0,False
2683,4,0,1,0,4,1,True
2684,1,2,3,4,3,0,False
2685,1,3,4,1,0,3,False
2686,1,2,3,0,3,4,False
2687,0,1,2,0,4,3,False
2688,1,3,4,3,0,4,False
2689,0,1,2,4,1,3,False
2690,4,0,1,0,4,3,False
2691,3,0,1,0,4,3,False
2692,0,3,4,4,3,0,True
2693,3,4,0,4,0,3,True
2694,2,3,4,3,4,0,False
2695,1,2,3,4,0,3,False
2696,3,0,1,4,0,3,False
2697,0,1,2,0,3,2,False
2698,0,1,2,3,0,4,False
2699,0,1,2,0,1,2,True
2700,1,2,3,1,4,0,False
2701,1,4,0,4,0,1,True
2702,1,0,2,4,3,0,False
2703,0,1,2,0,3,4,False
2704,0,1,2,3,0,1,False
2705,3,1,4,0,3,4,False
2706,1,2,0,3,4,0,False
2707,2,1,3,0,3,4,False
2708,2,0,1,4,0,3,False
2709,2,0,1,4,0,3,False
2710,0,1,2,0,4,3,False
2711,0,3,1,4,0,3,False
2712,0,1,2,4,0,1,False
2713,1,2,0,3,0,4,False
2714,0,1,2,0,3,4,False
2715,0,2,1,4,3,1,False
2716,0,2,3,4,3,0,False
2717,4,1,3,0,4,3,False
2718,3,0,1,3,4,0,False
2719,4,1,3,0,4,3,False
2720,2,0,1,4,0,3,False
2721,0,1,2,4,3,0,False
2722,0,2,1,3,4,0,False
2723,0,1,2,3,4,0,False
2724,1,3,4,4,0,3,False
2725,1,2,4,3,4,0,False
2726,0,1,2,0,4,3,False
2727,0,1,2,3,0,1,False
2728,0,1,2,0,3,4,False
2729,3,0,1,4,3,0,False
2730,3,0,1,0,4,3,False
2731,0,1,2,3,4,1,False
2732,2,0,1,4,1,0,False
2733,3,1,4,2,0,3,False
2734,0,1,2,3,4,0,False
2735,0,2,4,4,3,0,False
2736,0,1,2,3,4,0,False
2737,0,3,1,4,3,0,False
2738,0,1,2,0,3,4,False
2739,1,2,0,1,4,0,False
2740,0,2,1,0,3,1,False
2741,0,1,2,4,3,0,False
2742,1,0,2,4,0,3,False
2743,0,1,2,3,4,0,False
2744,1,2,4,4,1,0,False
2745,0,1,2,3,4,0,False
2746,0,2,1,4,0,3,False
2747,1,0,4,0,4,3,False
2748,2,4,0,4,3,1,False
2749,3,0,1,4,1,3,False
2750,3,0,2,4,3,0,False
2751,0,1,2,4,0,3,False
2752,1,3,4,0,4,3,False
2753,0,1,2,0,4,3,False
2754,0,1,2,4,3,1,False
2755,4,1,3,0,4,3,False
2756,0,1,2,3,0,4,False
2757,0,1,2,0,3,4,False
2758,0,1,4,0,1,2,False
2759,1,2,3,4,1,0,False
2760,0,1,2,4,0,3,False
2761,0,1,2,4,3,0,False
2762,0,1,2,1,3,4,False
2763,0,1,2,3,4,0,False
2764,1,2,3,0,1,4,False
2765,1,3,4,0,1,3,False
2766,0,1,2,0,1,4,False
2767,1,3,4,4,3,0,False
2768,0,1,2,0,4,3,False
2769,0,3,1,4,2,0,False
2770,1,2,3,0,4,3,False
2771,0,1,2,3,4,0,False
2772,1,2,3,0,3,4,False
2773,0,1,2,0,3,1,False
2774,0,1,2,4,0,1,False
2775,3,1,4,3,4,1,True
2776,1,3,0,3,0,1,True
2777,0,1,2,4,0,3,False
2778,4,0,1,0,1,4,True
2779,1,3,4,0,1,4,False
2780,2,3,4,4,0,3,False
2781,0,1,2,0,4,3,False
2782,0,1,2,0,4,3,False
2783,0,1,2,4,3,0,False
2784,0,1,2,4,0,3,False
2785,1,3,4,0,3,1,False
2786,0,1,2,0,3,1,False
2787,2,0,1,4,1,0,False
2788,0,1,2,4,0,1,False
2789,2,0,1,0,4,3,False
2790,2,1,4,4,3,1,False
2791,0,1,2,3,0,4,False
2792,2,4,0,4,0,3,False
2793,2,0,1,4,0,1,False
2794,0,1,2,3,0,4,False
2795,0,1,2,0,3,4,False
2796,0,1,2,3,0,4,False
2797,1,2,3,0,4,1,False
2798,4,1,2,0,4,3,False
2799,2,4,0,4,0,3,False
2800,0,1,2,4,2,3,False
2801,0,1,2,0,3,4,False
2802,3,4,0,4,1,0,False
2803,0,1,4,4,0,3,False
2804,0,1,2,0,3,4,False
2805,0,1,2,0,4,3,False
2806,1,2,3,0,4,3,False
2807,0,1,2,4,3,1,False
2808,3,0,4,4,0,3,True
2809,0,1,3,4,1,3,False
2810,1,2,3,4,3,0,False
2811,0,1,2,0,4,2,False
2812,3,2,4,4,0,3,False
2813,0,1,2,4,3,0,False
2814,1,2,3,3,4,0,False
2815,0,1,2,4,3,0,False
2816,1,2,0,3,4,0,False
2817,1,4,3,0,4,3,False
2818,1,2,3,0,1,3,False
2819,0,3,4,4,0,3,True
2820,0,1,4,0,3,2,False
2821,1,2,4,0,2,3,False
2822,0,1,2,4,3,0,False
2823,0,1,3,4,0,1,False
2824,0,1,2,4,0,3,False
2825,1,2,3,4,1,0,False
2826,0,1,3,4,3,0,False
2827,0,1,2,4,3,1,False
2828,0,1,2,0,4,3,False
2829,1,2,3,3,0,4,False
2830,3,0,1,0,4,1,False
2831,0,3,4,4,3,1,False
2832,0,1,2,4,3,2,False
2833,0,1,2,0,4,3,False
2834,1,3,4,0,4,3,False
2835,1,2,4,0,4,3,False
2836,0,1,2,0,4,3,False
2837,0,1,2,3,1,4,False
2838,3,0,1,4,3,0,False
2839,0,1,2,4,3,0,False
2840,0,1,4,0,4,3,False
2841,0,1,2,3,0,4,False
2842,0,1,2,4,3,1,False
2843,0,1,2,4,1,3,False
2844,0,1,2,4,0,1,False
2845,0,1,2,4,3,0,False
2846,0,1,2,3,0,1,False
2847,0,1,2,4,3,0,False
2848,1,2,3,0,4,3,False
2849,0,1,2,0,4,1,False
2850,1,0,2,1,0,3,False
2851,0,1,2,4,3,0,False
2852,0,1,2,4,1,2,False
2853,4,0,1,0,3,4,False
2854,2,1,4,4,3,0,False
2855,4,0,1,0,4,3,False
2856,0,1,2,4,3,0,False
2857,0,1,4,0,1,4,True
2858,1,0,2,0,4,3,False
2859,0,3,4,4,3,2,False
2860,1,2,4,0,4,3,False
2861,0,1,2,4,1,3,False
2862,1,2,0,0,4,3,False
2863,0,2,3,4,0,3,False
2864,1,3,4,4,3,0,False
2865,0,1,2,1,4,3,False
2866,1,0,2,0,3,4,False
2867,1,2,4,4,1,0,False
2868,1,4,0,0,4,3,False
2869,0,2,1,4,3,0,False
2870,3,0,1,4,0,3,False
2871,0,2,1,4,0,3,False
2872,3,0,1,0,3,4,False
2873,4,0,1,0,4,1,True
2874,2,4,0,0,4,3,False
2875,1,3,0,0,4,1,False
2876,0,1,2,4,3,0,False
2877,2,4,0,3,4,0,False
2878,3,1,2,3,0,4,False
2879,0,2,1,3,4,0,False
2880,0,3,4,4,3,0,True
2881,3,0,1,4,3,0,False
2882,1,2,3,0,4,3,False
2883,0,1,2,4,0,3,False
2884,1,0,2,0,1,4,False
2885,0,1,2,4,3,0,False
2886,1,2,4,4,0,1,False
2887,4,0,1,0,3,4,False
2888,1,2,3,4,3,0,False
2889,0,1,2,4,3,0,False
2890,0,1,2,3,0,4,False
2891,0,3,4,4,3,0,True
2892,1,4,3,0,4,3,False
2893,4,1,2,0,4,1,False
2894,2,4,0,0,4,3,False
2895,1,3,4,0,3,4,False
2896,0,1,2,4,0,3,False
2897,2,3,0,4,3,0,False
2898,0,1,2,0,4,3,False
2899,0,1,2,0,1,3,False
2900,0,1,2,3,0,1,False
2901,1,0,2,3,4,0,False
2902,0,1,2,0,4,3,False
2903,0,1,2,0,4,3,False
2904,1,2,3,0,2,3,False
2905,0,1,2,3,4,1,False
2906,2,0,1,4,3,0,False
2907,0,1,2,0,3,4,False
2908,1,2,3,4,3,0,False
2909,1,3,4,0,3,1,False
2910,3,0,1,3,4,0,False
2911,0,1,2,4,0,1,False
2912,3,1,2,0,3,4,False
2913,0,1,2,0,4,3,False
2914,2,4,1,0,4,3,False
2915,1,3,4,3,4,1,True
2916,2,0,1,0,4,3,False
2917,1,3,4,0,3,4,False
2918,0,3,4,4,0,3,True
2919,0,1,2,0,3,4,False
2920,0,1,2,0,4,3,False
2921,2,4,0,3,4,0,False
2922,2,4,1,4,0,1,False
2923,4,1,2,4,1,0,False
2924,1,0,2,4,2,3,False
2925,0,3,4,4,3,0,True
2926,3,0,2,4,3,0,False
2927,2,4,0,4,1,3,False
2928,0,1,2,3,4,0,False
2929,0,1,2,0,4,3,False
2930,2,0,1,0,1,4,False
2931,1,3,4,0,1,3,False
2932,2,3,4,4,0,3,False
2933,0,1,2,0,4,3,False
2934,0,1,2,4,0,3,False
2935,0,1,2,0,4,3,False
2936,1,0,4,0,4,3,False
2937,0,1,2,4,3,0,False
2938,1,3,4,0,3,4,False
2939,0,1,2,0,2,4,False
2940,0,1,2,3,0,4,False
2941,0,1,2,0,4,3,False
2942,1,0,2,3,4,1,False
2943,0,1,2,0,3,4,False
2944,2,4,0,3,0,4,False
2945,0,1,2,4,3,0,False
2946,0,1,2,0,3,4,False
2947,1,3,4,0,3,4,False
2948,3,1,4,0,3,4,False
2949,3,1,4,0,3,1,False
2950,0,1,2,4,3,0,False
2951,0,2,1,4,1,0,False
2952,3,0,1,4,3,0,False
2953,0,1,2,3,4,0,False
2954,3,4,1,4,0,3,False
2955,1,3,4,0,3,4,False
2956,2,3,4,4,1,0,False
2957,0,1,2,0,3,4,False
2958,1,2,3,4,0,1,False
2959,0,1,2,4,3,0,False
2960,3,1,4,1,0,2,False
2961,0,1,4,0,4,3,False
2962,0,1,2,4,1,3,False
2963,1,2,3,0,1,4,False
2964,0,1,2,0,4,3,False
2965,3,1,2,3,4,0,False
2966,0,1,2,3,0,4,False
2967,4,0,1,0,4,3,False
2968,0,1,2,0,1,3,False
2969,0,3,1,4,1,3,False
2970,0,1,2,4,1,3,False
2971,0,1,2,3,4,0,False
2972,2,4,0,0,4,3,False
2973,0,1,2,3,4,0,False
2974,3,4,0,4,2,0,False
2975,0,1,2,1,4,0,False
2976,0,2,1,4,3,0,False
2977,1,2,4,3,4,0,False
2978,0,2,3,4,3,0,False
2979,0,1,2,0,1,4,False
2980,1,3,4,0,4,3,False
2981,0,1,2,3,4,1,False
2982,0,1,2,4,3,0,False
2983,3,1,2,0,4,3,False
2984,0,1,2,1,0,4,False
2985,0,2,1,0,4,3,False
2986,0,2,1,4,0,3,False
2987,0,1,2,3,0,4,False
2988,1,2,3,0,4,3,False
2989,1,2,3,0,3,4,False
2990,1,2,3,0,4,3,False
2991,3,4,0,4,0,3,True
2992,1,2,4,3,0,4,False
2993,1,4,0,0,4,3,False
2994,3,1,4,0,3,4,False
2995,0,1,2,4,3,0,False
2996,0,1,2,4,1,0,False
2997,2,4,0,4,1,3,False
2998,1,3,4,0,4,3,False
2999,0,2,3,3,1,0,False
3000,2,0,1,4,0,3,False
3001,1,3,4,0,3,4,False
3002,0,1,2,4,0,1,False
3003,0,1,2,4,1,3,False
3004,0,1,2,3,4,0,False
3005,0,1,2,4,3,1,False
3006,1,2,3,0,3,4,False
3007,0,1,2,0,3,4,False
3008,2,1,3,4,0,3,False
3009,0,1,2,0,3,4,False
3010,3,1,2,0,1,3,False
3011,1,2,4,0,4,1,False
3012,1,2,4,0,4,3,False
3013,0,1,2,4,3,0,False
3014,0,1,2,3,4,0,False
3015,2,0,1,4,2,1,False
3016,0,1,2,3,0,1,False
3017,1,2,3,4,0,3,False
3018,0,1,2,4,3,0,False
3019,0,1,4,0,3,4,False
3020,4,1,2,0,1,3,False
3021,1,2,3,4,3,1,False
3022,3,1,2,3,0,4,False
3023,2,3,0,4,0,3,False
3024,2,4,1,0,3,1,False
3025,0,3,4,4,3,0,True
3026,0,1,2,4,0,3,False
3027,3,0,1,4,0,3,False
3028,0,1,2,4,0,1,False
3029,2,0,4,4,1,3,False
3030,2,3,0,3,1,0,False
3031,0,1,2,3,4,0,False
3032,3,0,1,4,0,3,False
3033,0,1,2,4,3,0,False
3034,0,2,1,0,4,1,False
3035,1,2,4,0,4,2,False
3036,4,0,1,0,4,3,False
3037,0,1,2,1,0,3,False
3038,0,1,2,0,4,3,False
3039,1,2,3,0,3,4,False
3040,2,1,3,0,4,3,False
3041,0,1,3,4,3,0,False
3042,0,1,2,4,1,3,False
3043,0,2,1,4,3,0,False
3044,0,1,2,3,0,4,False
3045,1,0,3,4,3,0,False
3046,0,1,2,4,3,0,False
3047,1,3,4,4,0,1,False
3048,1,2,3,0,3,4,False
3049,0,1,2,3,0,4,False
3050,3,0,1,4,0,1,False
3051,2,1,4,0,3,2,False
3052,1,0,2,0,3,1,False
3053,0,1,4,0,3,4,False
3054,0,1,2,3,4,0,False
3055,0,1,2,3,4,0,False
3056,1,3,4,0,4,3,False
3057,0,1,2,4,3,0,False
3058,2,0,1,4,3,0,False
3059,4,1,3,0,3,4,False
3060,2,4,1,4,0,1,False
3061,0,1,2,0,4,3,False
3062,1,2,3,4,1,0,False
3063,1,2,3,3,1,4,False
3064,1,2,3,4,1,2,False
3065,0,1,2,4,1,3,False
3066,0,1,2,4,3,0,False
3067,0,1,2,0,4,3,False
3068,1,4,0,0,4,3,False
3069,3,0,1,3,4,0,False
3070,0,1,2,0,4,3,False
3071,1,2,4,4,2,0,False
3072,3,0,1,0,1,4,False
3073,2,1,3,4,0,1,False
3074,0,1,2,3,4,0,False
3075,1,2,3,0,3,4,False
3076,0,1,2,4,1,0,False
3077,0,1,2,4,0,1,False
3078,0,2,3,4,0,3,False
3079,4,0,1,0,3,4,False
3080,0,1,2,3,4,1,False
3081,2,0,1,0,3,4,False
3082,4,0,1,0,3,4,False
3083,1,0,2,0,3,4,False
3084,2,4,1,4,0,3,False
3085,1,3,4,4,2,3,False
3086,3,1,4,4,1,0,False
3087,0,1,2,0,4,3,False
3088,0,1,2,4,3,0,False
3089,1,2,0,0,4,3,False
3090,1,3,4,4,2,3,False
3091,1,2,3,0,3,1,False
3092,3,0,1,4,0,3,False
3093,1,3,4,4,3,0,False
3094,2,4,0,3,4,0,False
3095,1,2,3,0,4,3,False
3096,3,4,0,4,0,3,True
3097,2,0,1,4,1,3,False
3098,1,2,3,0,3,4,False
3099,3,0,1,4,3,0,False
3100,1,0,3,4,0,3,False
3101,3,1,2,4,3,0,False
3102,0,3,1,4,3,0,False
3103,0,2,1,3,4,0,False
3104,1,2,3,0,3,4,False
3105,2,0,1,0,4,3,False
3106,0,1,2,4,0,3,False
3107,3,0,2,4,0,3,False
3108,0,1,2,1,0,4,False
3109,1,2,3,0,3,4,False
3110,0,1,2,4,3,0,False
3111,0,1,2,4,3,0,False
3112,1,3,4,3,4,1,True
3113,0,1,2,4,3,0,False
3114,3,0,1,3,4,0,False
3115,0,1,2,0,1,2,True
3116,0,1,2,4,1,3,False
3117,2,0,1,0,4,3,False
3118,4,1,2,4,3,0,False
3119,3,0,1,0,3,4,False
3120,3,0,1,0,3,4,False
3121,0,1,2,4,0,1,False
3122,0,1,2,3,4,1,False
3123,0,1,2,4,1,3,False
3124,1,3,0,0,3,4,False
3125,1,2,3,4,0,1,False
3126,2,1,3,4,3,0,False
3127,0,1,2,4,0,2,False
3128,0,3,4,4,3,0,True
3129,2,0,1,4,0,3,False
3130,0,1,2,4,0,3,False
3131,0,1,2,4,3,0,False
3132,3,1,2,4,3,0,False
3133,0,1,2,4,0,3,False
3134,0,1,2,0,3,4,False
3135,4,1,3,0,4,3,False
3136,1,2,3,4,1,0,False
3137,1,2,3,3,4,0,False
3138,1,2,4,0,4,3,False
3139,0,1,2,0,4,3,False
3140,1,2,3,0,2,3,False
3141,0,1,2,4,3,0,False
3142,1,2,4,4,3,1,False
3143,2,0,1,0,3,2,False
3144,2,3,4,4,1,0,False
3145,0,3,1,4,3,0,False
3146,0,1,2,4,0,3,False
3147,1,0,2,0,3,1,False
3148,0,1,2,3,0,4,False
3149,2,0,1,0,4,3,False
3150,0,1,2,4,1,3,False
3151,0,3,4,4,1,3,False
3152,0,1,2,0,3,1,False
3153,1,2,4,1,4,0,False
3154,0,1,2,4,3,0,False
3155,0,1,2,4,3,0,False
3156,1,3,2,0,4,3,False
3157,3,0,1,4,3,0,False
3158,0,1,2,4,1,0,False
3159,1,3,4,0,1,4,False
3160,0,1,2,0,3,4,False
3161,0,1,2,3,4,0,False
3162,1,2,3,0,4,3,False
3163,2,4,0,3,4,0,False
3164,0,1,2,2,3,0,False
3165,0,1,2,4,0,3,False
3166,1,4,2,0,3,4,False
3167,2,0,1,4,3,0,False
3168,4,0,1,0,3,4,False
3169,0,1,2,4,3,0,False
3170,0,1,2,4,3,0,False
3171,0,2,1,4,0,3,False
3172,3,1,2,0,3,4,False
3173,0,1,2,4,3,0,False
3174,0,1,2,3,4,0,False
3175,1,2,3,3,4,0,False
3176,1,2,3,0,3,4,False
3177,0,1,2,3,4,0,False
3178,3,0,1,4,0,3,False
3179,2,0,1,3,0,4,False
3180,0,1,2,4,0,1,False
3181,1,2,3,0,3,4,False
3182,4,0,1,0,4,3,False
3183,2,0,1,4,1,0,False
3184,0,1,2,0,4,1,False
3185,0,1,2,3,0,4,False
3186,1,0,2,4,3,1,False
3187,1,2,3,3,0,4,False
3188,1,2,3,4,0,3,False
3189,2,0,1,4,1,0,False
3190,3,1,2,3,0,4,False
3191,1,3,4,0,3,4,False
3192,1,4,2,0,3,4,False
3193,0,1,2,4,1,3,False
3194,1,3,4,0,2,4,False
3195,1,2,3,3,1,0,False
3196,1,2,3,3,0,4,False
3197,2,0,1,0,4,3,False
3198,1,0,2,3,4,0,False
3199,2,1,4,0,1,4,False
3200,2,3,0,4,3,0,False
3201,0,1,2,4,3,0,False
3202,1,2,3,4,0,3,False
3203,0,1,2,3,4,0,False
3204,0,1,2,4,3,0,False
3205,1,3,4,0,4,3,False
3206,0,1,2,4,0,3,False
3207,1,2,3,3,0,1,False
3208,1,2,4,4,3,0,False
3209,1,2,3,3,2,4,False
3210,1,2,4,0,4,3,False
3211,0,1,2,3,4,0,False
3212,1,2,4,0,3,4,False
3213,3,0,1,4,0,3,False
3214,1,0,2,3,4,0,False
3215,1,2,3,0,4,3,False
3216,0,1,2,4,0,3,False
3217,3,1,2,0,1,4,False
3218,0,1,2,0,1,3,False
3219,1,2,3,0,4,3,False
3220,1,0,2,3,4,0,False
3221,1,0,2,0,4,3,False
3222,2,4,0,4,3,1,False
3223,0,2,1,4,3,0,False
3224,1,2,4,3,4,0,False
3225,0,1,2,3,4,0,False
3226,0,1,2,4,2,3,False
3227,2,0,1,3,4,0,False
3228,1,2,0,0,3,4,False
3229,0,3,4,4,3,0,True
3230,0,1,2,3,4,0,False
3231,1,2,3,0,4,2,False
3232,1,2,3,1,0,4,False
3233,0,1,2,4,1,3,False
3234,1,3,4,0,3,4,False
3235,0,1,2,3,0,4,False
3236,3,0,4,4,0,3,True
3237,0,1,2,4,3,1,False
3238,2,1,3,0,3,4,False
3239,1,3,4,0,3,4,False
3240,0,2,4,4,1,0,False
3241,0,1,2,4,0,3,False
3242,1,2,3,3,0,4,False
3243,0,1,2,4,0,3,False
3244,0,1,2,4,3,0,False
3245,1,3,4,0,4,3,False
3246,1,3,4,3,0,4,False
3247,0,1,2,0,4,3,False
3248,3,0,1,4,3,0,False
3249,0,1,2,4,3,1,False
3250,1,2,3,0,3,4,False
3251,2,4,0,3,0,4,False
3252,0,2,4,3,4,0,False
3253,0,3,4,3,4,0,True
3254,0,1,2,4,3,0,False
3255,1,3,4,0,3,1,False
3256,3,0,4,4,0,3,True
3257,0,1,2,4,1,0,False
3258,1,3,4,4,0,3,False
3259,1,0,3,0,4,3,False
3260,2,0,1,4,3,0,False
3261,0,1,2,4,3,0,False
3262,0,1,2,3,4,0,False
3263,0,1,2,0,1,4,False
3264,0,1,2,0,3,4,False
3265,0,1,2,4,1,0,False
3266,1,3,4,0,3,4,False
3267,2,0,1,4,3,0,False
3268,2,4,0,4,3,0,False
3269,2,0,1,4,1,0,False
3270,1,2,3,0,4,1,False
3271,1,2,3,0,3,1,False
3272,3,0,1,4,3,0,False
3273,2,0,1,0,3,4,False
3274,3,0,2,4,3,0,False
3275,0,1,2,0,1,3,False
3276,0,1,2,3,4,0,False
3277,2,3,0,4,3,0,False
3278,2,4,1,4,3,0,False
3279,1,2,4,0,3,1,False
3280,0,2,3,4,3,0,False
3281,0,1,2,4,1,2,False
3282,0,1,2,0,4,3,False
3283,0,1,2,4,0,3,False
3284,3,0,1,4,3,1,False
3285,0,1,3,3,0,4,False
3286,0,1,2,4,3,0,False
3287,1,2,4,0,4,3,False
3288,0,2,1,4,0,3,False
3289,1,3,4,3,0,1,False
3290,1,0,2,4,1,0,False
3291,0,3,2,4,3,0,False
3292,1,0,2,4,3,1,False
3293,0,1,2,4,3,0,False
3294,0,1,2,3,4,0,False
3295,0,1,2,4,3,0,False
3296,0,1,2,4,3,0,False
3297,1,2,3,4,1,0,False
3298,2,0,1,0,3,4,False
3299,1,3,4,4,1,0,False
3300,1,3,4,0,3,4,False
3301,2,4,0,0,4,1,False
3302,0,1,2,4,3,0,False
3303,1,2,3,0,4,3,False
3304,1,3,4,0,4,3,False
3305,2,0,1,4,3,0,False
3306,0,1,2,0,3,4,False
3307,1,0,2,4,3,0,False
3308,1,3,4,0,3,4,False
3309,1,3,4,0,4,3,False
3310,3,0,1,0,4,1,False
3311,2,0,1,4,3,0,False
3312,0,1,2,4,3,0,False
3313,0,1,2,1,3,0,False
3314,4,1,2,4,1,3,False
3315,0,2,4,3,4,0,False
3316,1,3,4,1,4,0,False
3317,3,0,1,4,3,0,False
3318,1,3,4,0,3,4,False
3319,1,4,2,0,3,1,False
3320,0,1,2,4,0,3,False
3321,2,0,1,4,0,3,False
3322,0,1,2,4,3,0,False
3323,0,3,2,4,1,0,False
3324,0,3,1,4,0,3,False
3325,1,2,3,1,0,4,False
3326,0,1,2,4,3,0,False
3327,0,4,3,4,1,0,False
3328,0,1,2,4,0,1,False
3329,1,2,3,4,0,1,False
3330,0,1,2,0,4,2,False
3331,1,3,4,3,0,4,False
3332,2,0,1,4,0,1,False
3333,2,0,1,4,0,3,False
3334,1,2,3,0,3,4,False
3335,3,0,1,3,4,0,False
3336,1,2,3,0,4,1,False
3337,1,2,4,4,3,0,False
3338,3,0,1,3,0,4,False
