,bay_top1,bay_top2,bay_top3,bay_top4,bay_top5,bay_top6,bay_top7,bay_top8,bay_top9,bay_top10,bay_top11,bay_top12,bay_top13,bay_top14,bay_top15,bay_top16,bay_top17,bay_top18,bay_top19,bay_top20,gnt_top1,gnt_top2,gnt_top3,gnt_top4,gnt_top5,gnt_top6,gnt_top7,gnt_top8,gnt_top9,gnt_top10,gnt_top11,gnt_top12,gnt_top13,gnt_top14,gnt_top15,gnt_top16,gnt_top17,gnt_top18,gnt_top19,gnt_top20,match
10217,19,4,7,14,13,2,18,17,6,8,9,15,11,0,5,3,12,1,16,10,18,14,5,2,13,12,1,4,16,9,19,15,6,0,11,8,3,10,7,17,True
10218,5,10,13,2,17,4,6,15,8,9,1,14,12,19,11,7,16,3,18,0,16,10,14,4,0,8,3,2,5,9,11,6,12,15,7,18,13,19,1,17,True
10219,19,16,3,11,18,17,15,14,13,12,0,1,9,7,6,5,4,2,10,8,10,12,5,2,9,18,7,0,4,8,13,11,16,3,1,6,14,19,15,17,True
10220,11,0,1,18,17,16,15,14,13,12,10,9,8,7,6,5,4,3,2,19,2,1,9,4,3,6,13,10,0,14,7,5,19,8,16,17,18,11,12,15,True
10221,19,5,12,11,18,17,16,15,14,13,0,1,9,8,7,6,4,3,2,10,8,2,11,5,9,19,10,16,13,12,3,0,4,7,1,6,14,15,18,17,True
10222,13,9,2,17,19,7,3,14,0,5,12,15,8,6,1,11,4,10,16,18,2,5,18,8,1,3,7,11,12,9,0,4,13,19,10,14,16,6,17,15,True
10223,1,18,16,5,13,9,0,12,17,15,14,10,11,8,7,6,4,3,2,19,12,2,14,6,7,5,9,3,10,13,16,18,8,19,4,1,0,11,15,17,True
10224,11,4,0,18,17,16,15,14,13,12,10,1,9,8,7,6,5,3,2,19,2,12,9,3,14,7,10,8,6,4,18,13,11,16,1,19,5,0,15,17,True
10225,18,0,1,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,10,7,5,18,12,2,15,9,0,6,8,1,14,4,3,11,13,16,19,17,True
10226,0,6,17,14,11,9,19,2,7,8,5,1,4,12,13,3,15,16,18,10,2,14,1,7,15,11,9,16,8,0,3,13,18,19,6,5,4,10,12,17,True
10227,19,1,18,17,16,15,14,13,12,11,0,9,8,7,6,5,4,3,2,10,10,2,8,14,11,0,4,19,7,16,1,3,12,18,9,5,6,15,13,17,True
10228,0,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,7,2,19,14,6,9,16,8,0,11,15,3,13,5,1,10,4,12,17,18,True
10229,19,1,17,11,18,9,15,14,13,0,8,7,4,12,6,5,16,2,10,3,4,7,10,19,8,2,11,1,0,13,16,5,9,18,6,14,12,3,15,17,True
10230,2,16,7,10,1,18,17,13,12,19,9,8,4,11,6,14,15,5,3,0,2,10,9,8,5,7,3,13,1,19,14,12,11,16,0,4,18,15,6,17,True
10231,3,17,0,11,18,16,15,14,13,12,10,1,9,8,7,6,5,4,2,19,15,12,0,1,18,2,9,8,7,16,10,5,6,14,13,4,19,11,17,3,True
10232,19,2,4,7,8,12,18,17,16,15,14,13,0,11,1,9,6,5,3,10,6,15,9,5,2,7,11,3,16,0,19,18,10,13,4,8,14,1,12,17,True
10233,5,0,11,18,17,16,15,14,13,12,10,1,9,8,7,6,4,3,2,19,4,2,5,10,3,7,8,18,12,9,14,16,0,13,1,19,15,6,11,17,True
10234,10,1,18,16,12,17,15,14,13,11,0,9,8,7,6,5,4,3,2,19,15,5,4,14,0,19,2,18,6,8,9,3,10,16,12,11,13,1,7,17,True
10235,14,6,0,2,5,17,11,12,4,15,13,18,16,10,9,8,19,1,7,3,0,7,5,4,11,3,18,8,16,13,9,2,14,1,6,19,10,12,15,17,True
10236,10,12,18,5,6,15,14,9,17,16,13,0,11,8,7,4,2,19,3,1,8,10,3,14,7,2,5,19,4,0,16,11,9,6,13,18,1,15,12,17,True
10237,15,14,11,4,0,18,17,16,13,12,10,1,9,8,7,6,5,2,19,3,14,3,2,4,12,1,18,9,13,5,6,0,16,7,10,19,11,8,15,17,True
10238,19,3,17,6,13,12,9,14,11,18,0,1,8,2,15,4,7,5,16,10,4,3,6,0,8,12,5,16,2,10,11,15,7,9,1,13,19,18,14,17,True
10239,10,18,5,6,15,13,17,16,0,11,14,4,2,9,12,8,3,1,7,19,0,14,3,9,5,1,4,8,16,10,6,7,13,2,19,11,15,12,17,18,True
10240,8,0,11,18,17,16,15,14,13,12,10,1,9,7,6,5,4,2,19,3,12,14,5,7,1,6,16,10,4,0,8,13,3,2,18,9,19,11,17,15,True
10241,12,2,17,7,14,1,0,18,16,15,13,10,11,9,8,6,5,4,3,19,7,3,19,16,10,5,9,14,11,1,12,4,8,13,6,18,2,0,17,15,True
10242,10,12,18,3,5,6,15,9,17,16,14,13,0,11,1,8,7,4,2,19,13,0,19,1,16,6,4,3,18,7,15,9,5,11,2,14,12,17,8,10,True
10243,13,8,9,1,0,12,18,17,16,15,14,10,11,7,6,5,4,3,2,19,2,7,5,0,10,9,14,1,4,16,15,12,18,8,19,11,3,13,6,17,True
10244,10,6,12,18,5,16,15,9,3,17,14,13,0,11,1,7,4,2,19,8,1,7,10,19,16,6,8,11,3,2,17,9,4,13,18,12,15,0,5,14,True
10245,2,17,7,15,14,9,13,3,0,11,18,19,8,6,5,4,12,1,16,10,3,10,14,18,9,2,15,16,17,8,0,11,5,4,13,7,1,6,19,12,True
10246,18,16,11,0,1,17,15,14,13,12,10,9,8,7,6,5,4,3,2,19,1,3,7,0,12,19,4,16,6,2,9,18,14,5,8,13,10,15,11,17,True
10247,5,0,11,18,17,16,15,14,13,12,10,1,9,8,7,6,4,3,2,19,3,2,9,13,6,0,1,4,10,16,17,8,11,19,18,5,7,15,14,12,True
10248,10,9,18,17,16,14,13,12,1,19,8,7,4,2,11,6,5,15,3,0,8,2,5,0,7,13,10,9,3,19,16,14,4,18,1,11,12,6,15,17,True
10249,0,9,18,16,15,12,11,10,6,5,3,8,7,1,13,14,4,17,2,19,0,8,3,16,1,9,6,13,5,7,10,14,12,4,2,11,18,17,19,15,True
10250,10,15,2,4,5,6,17,8,9,1,12,13,14,18,16,0,11,7,3,19,5,8,13,9,15,3,0,7,14,10,4,6,18,11,16,1,12,2,17,19,True
10251,9,1,13,10,15,2,4,5,6,17,8,12,14,18,16,0,11,7,3,19,2,9,8,1,14,17,3,13,6,5,10,7,18,12,15,19,4,11,16,0,True
10252,2,17,16,7,12,10,1,18,14,13,19,9,8,4,11,6,15,5,3,0,3,14,6,19,0,7,2,10,8,9,4,18,1,11,5,16,12,13,17,15,True
10253,0,16,6,12,11,18,17,15,14,13,10,1,9,8,7,5,4,3,2,19,5,1,2,10,8,9,0,4,14,16,19,6,7,18,11,3,12,15,13,17,True
10254,2,10,15,4,6,7,8,9,1,12,13,18,17,16,19,14,11,5,0,3,8,3,19,2,7,5,10,16,18,0,6,4,9,1,11,12,13,14,15,17,True
10255,15,10,6,18,12,9,19,5,3,7,8,1,11,4,13,14,16,17,2,0,0,6,7,14,10,4,16,5,8,2,9,1,11,12,13,3,18,15,17,19,True
10256,10,9,18,16,15,13,12,11,1,19,8,7,6,4,2,5,14,3,17,0,0,3,12,13,6,4,10,2,18,9,5,17,1,16,19,8,7,14,11,15,True
10257,7,18,8,0,1,17,13,9,14,12,19,6,2,11,5,15,4,16,3,10,8,7,18,1,11,10,4,13,2,0,19,16,12,9,5,6,3,14,15,17,True
10258,10,9,18,17,16,13,12,1,19,8,7,4,2,11,3,6,5,14,15,0,6,1,2,13,0,19,5,4,9,14,7,11,16,10,8,12,3,18,15,17,True
10259,8,0,5,7,11,16,6,12,13,18,17,15,14,10,1,9,4,3,2,19,0,8,3,14,11,19,2,12,13,4,16,7,9,10,5,6,18,1,15,17,True
10260,4,15,14,0,11,18,17,16,13,12,10,9,8,7,6,5,2,19,1,3,0,4,3,8,14,13,10,7,9,5,2,6,16,18,19,11,15,1,12,17,True
10261,15,0,11,17,4,14,13,9,18,16,12,10,8,7,6,5,2,19,1,3,5,3,1,14,0,8,4,7,10,6,13,19,17,9,16,18,11,2,12,15,True
10262,5,11,0,18,6,8,9,15,7,12,17,14,10,4,3,13,1,2,19,16,5,0,2,1,12,11,6,3,4,7,8,14,19,13,18,9,17,16,10,15,True
10263,1,16,0,18,17,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,9,6,19,10,8,2,3,4,13,1,7,18,14,15,5,16,0,12,11,17,True
10264,16,8,1,11,19,2,18,4,5,6,7,9,17,13,14,15,0,12,3,10,14,2,13,19,10,11,0,6,3,8,4,9,1,18,5,7,12,16,15,17,True
10265,5,8,10,12,2,4,6,15,9,18,19,7,3,1,13,14,17,11,16,0,4,5,11,8,9,7,2,3,13,18,0,6,19,10,16,14,12,1,17,15,True
10266,10,1,16,12,18,17,15,14,13,11,0,9,8,7,6,5,4,3,2,19,0,2,17,8,9,18,12,15,4,6,5,3,14,7,13,10,1,19,11,16,True
10267,7,19,2,4,8,12,18,17,16,15,14,13,0,11,1,9,6,5,3,10,2,9,1,10,7,5,16,19,15,12,0,11,8,6,4,18,14,17,3,13,True
10268,0,9,18,17,16,15,13,12,1,10,8,7,4,2,19,11,6,14,5,3,2,19,5,1,7,9,10,13,14,12,18,11,8,16,0,6,4,3,17,15,True
10269,9,16,13,1,18,17,0,15,12,10,8,7,4,3,2,19,11,6,14,5,5,6,0,2,7,10,18,9,13,19,12,3,1,8,11,16,4,14,17,15,True
10270,1,10,13,18,3,17,16,6,8,9,12,15,14,0,11,7,5,4,2,19,10,14,4,0,3,2,5,1,19,17,6,7,9,11,8,13,16,12,18,15,True
10271,10,6,5,15,1,0,4,7,8,9,3,11,12,13,14,2,16,17,18,19,2,8,0,10,13,5,16,18,9,6,12,7,11,3,1,19,4,14,15,17,True
10272,14,2,17,5,7,1,0,18,6,9,11,12,16,15,10,13,8,4,3,19,6,19,9,7,2,10,0,4,5,3,1,13,14,18,8,16,11,17,12,15,True
10273,19,13,12,8,9,18,17,16,1,10,7,4,2,11,6,5,14,15,3,0,10,2,11,18,9,4,6,8,3,1,5,19,7,14,0,13,12,16,17,15,True
10274,4,15,11,8,14,9,0,18,17,13,12,10,7,6,5,3,2,19,1,16,3,4,13,9,5,10,6,11,1,12,8,7,18,16,2,14,0,17,19,15,True
10275,13,17,9,6,2,7,8,18,4,15,14,0,19,3,12,1,11,16,5,10,2,8,0,6,12,1,5,19,7,16,14,3,4,18,13,10,9,11,17,15,True
10276,10,1,9,18,17,15,14,13,19,8,7,4,2,6,16,12,11,5,0,3,1,4,6,0,7,3,16,8,11,12,2,5,13,9,14,19,10,18,15,17,True
10277,16,19,11,1,18,17,15,14,13,12,0,9,8,7,6,5,4,3,2,10,8,5,3,19,16,10,14,7,0,13,1,9,11,2,6,18,12,4,15,17,True
10278,11,4,0,18,17,16,15,14,13,12,10,1,9,8,7,6,5,3,2,19,10,2,4,11,7,14,3,19,5,8,16,9,15,6,13,0,18,1,12,17,True
10279,11,0,2,17,16,6,14,9,12,18,15,13,10,1,8,7,5,4,19,3,0,5,6,1,7,8,3,16,4,11,2,14,13,10,9,12,18,19,15,17,True
10280,7,1,8,0,18,15,10,5,11,19,6,9,4,12,13,16,2,17,14,3,7,4,5,1,9,3,2,15,6,0,8,10,13,11,12,16,19,14,18,17,True
10281,10,1,18,17,16,15,14,13,12,11,0,9,8,7,6,5,4,3,2,19,14,0,5,6,13,16,10,3,7,4,1,2,11,12,8,9,19,15,18,17,True
10282,15,0,1,18,17,16,14,13,12,11,10,9,8,7,6,5,4,3,2,19,7,4,16,6,5,9,8,14,3,13,2,11,12,18,10,17,0,15,1,19,True
10283,8,11,4,0,18,17,16,15,14,13,12,10,1,9,7,6,5,3,2,19,2,16,10,15,12,7,5,19,3,9,6,18,8,14,4,0,13,1,17,11,True
10284,14,0,2,4,5,6,17,15,11,13,18,16,10,9,12,1,8,7,3,19,3,5,0,2,4,16,14,12,6,18,11,1,10,19,7,8,13,9,17,15,True
10285,0,11,5,7,8,12,18,17,16,15,14,13,10,1,9,6,4,3,2,19,8,14,0,5,10,11,6,2,7,16,12,4,18,9,13,3,19,17,1,15,True
10286,2,18,4,10,13,6,17,15,5,14,16,9,0,11,12,7,1,19,8,3,0,5,3,8,15,1,2,9,7,4,6,19,14,10,16,12,13,18,11,17,True
10287,11,0,1,18,17,16,15,14,13,12,10,9,8,7,6,5,4,2,19,3,8,19,14,0,2,16,9,5,7,10,4,3,11,1,13,18,12,6,15,17,True
10288,0,11,6,4,18,17,14,1,15,19,9,5,2,13,3,10,8,12,16,7,3,0,9,5,14,4,6,16,8,10,1,7,2,18,13,11,12,19,15,17,True
10289,11,19,16,1,18,17,15,14,13,12,0,9,8,7,6,5,4,3,2,10,7,2,11,12,1,5,10,18,0,9,8,3,13,19,14,4,6,16,15,17,True
10290,10,16,6,11,18,17,15,14,13,12,0,1,9,8,7,5,4,3,2,19,2,5,10,8,0,9,1,12,7,3,19,11,18,16,15,4,6,13,14,17,True
10291,15,14,11,10,1,18,17,4,9,13,0,8,6,5,3,2,12,7,16,19,4,6,5,8,9,3,13,18,1,2,0,16,12,7,14,15,19,10,11,17,True
10292,10,18,5,1,11,17,16,15,14,13,12,0,9,8,7,6,4,3,2,19,10,2,7,6,0,16,9,5,8,4,13,18,1,3,14,19,11,12,15,17,True
10293,2,17,5,7,9,13,19,4,8,12,15,14,0,6,10,11,16,3,18,1,2,12,9,19,11,3,5,7,10,8,4,1,16,18,0,14,15,6,13,17,True
10294,18,16,19,6,12,0,5,7,8,9,1,11,4,13,14,15,3,17,2,10,2,16,5,7,9,8,11,6,10,12,4,3,14,19,1,0,18,13,15,17,True
10295,15,18,3,4,17,14,9,13,11,0,12,16,10,1,8,7,6,5,2,19,1,6,13,18,19,12,16,0,9,8,3,14,7,4,2,5,11,15,10,17,True
10296,12,6,9,10,18,16,11,17,15,14,0,2,8,13,7,5,4,3,19,1,0,14,16,9,5,3,6,13,4,2,8,18,11,15,1,10,12,7,19,17,True
10297,19,16,5,11,18,17,15,14,13,12,0,1,9,8,7,6,4,3,2,10,11,10,15,14,5,13,6,16,19,9,4,2,0,1,8,18,3,7,12,17,True
10298,19,12,9,13,1,18,17,16,10,8,7,4,2,11,6,5,14,15,0,3,2,10,0,11,18,8,9,7,13,19,5,3,14,1,12,6,16,4,15,17,True
10299,0,11,2,17,6,14,9,12,18,16,15,13,10,1,8,7,5,4,3,19,0,11,2,14,13,8,5,6,3,4,10,7,19,9,16,12,1,18,15,17,True
10300,5,16,0,11,7,19,8,6,4,9,1,12,13,14,15,2,17,18,10,3,11,10,14,18,7,5,3,9,2,19,4,8,13,6,0,1,16,12,15,17,True
10301,16,8,19,7,12,11,18,17,15,14,13,0,1,9,6,5,4,3,2,10,2,10,9,4,13,5,7,19,3,11,0,8,14,1,16,6,12,15,18,17,True
10302,5,10,18,3,6,9,15,12,4,11,14,17,16,0,13,1,8,7,2,19,2,10,3,14,7,1,11,16,5,19,8,12,18,13,6,9,0,17,4,15,True
10303,19,3,12,11,18,17,16,15,14,13,0,1,9,8,7,6,5,4,2,10,7,10,4,8,3,2,5,0,6,9,1,11,16,18,19,13,12,14,15,17,True
10304,1,18,0,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,14,5,12,8,0,4,6,11,3,13,7,2,1,19,15,18,16,17,10,9,True
10305,0,5,7,8,14,11,12,18,17,16,15,13,10,1,9,6,4,3,2,19,12,5,3,6,14,2,19,4,8,1,0,9,7,16,10,13,18,11,15,17,True
10306,7,0,11,18,17,16,15,14,13,12,10,1,9,6,5,4,2,19,8,3,2,0,19,8,16,5,10,3,14,12,6,11,7,9,1,18,4,15,13,17,True
10307,0,11,8,18,17,16,15,14,13,12,10,1,9,7,6,5,4,3,2,19,0,5,7,3,13,9,15,11,1,2,14,16,10,8,6,12,4,19,18,17,True
10308,0,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,2,4,19,1,10,5,7,14,11,8,0,18,9,12,13,16,3,6,15,17,True
10309,15,4,11,13,17,14,9,5,1,19,18,16,0,12,8,7,6,2,10,3,1,9,6,0,13,16,8,7,4,12,14,3,5,2,10,18,19,11,15,17,True
10310,4,5,15,14,0,11,18,17,16,13,12,10,1,9,8,7,6,3,2,19,18,14,1,4,2,6,13,8,7,9,5,16,19,3,11,15,0,12,10,17,True
10311,19,2,8,4,7,6,10,5,16,9,1,11,12,13,14,15,17,18,0,3,2,7,14,10,13,11,9,3,19,12,16,17,4,8,6,5,0,1,18,15,True
10312,7,14,12,15,0,8,19,5,2,6,9,1,11,4,3,16,17,18,10,13,4,6,0,2,16,1,11,5,3,8,7,13,10,18,9,19,14,12,15,17,True
10313,0,9,17,14,12,11,19,6,2,7,8,1,5,4,13,3,15,16,18,10,8,9,3,7,1,5,4,18,0,6,19,15,11,14,16,2,10,13,17,12,True
10314,0,15,1,18,17,16,14,13,12,11,10,9,8,7,6,5,4,3,2,19,1,11,3,4,5,14,16,18,2,19,6,7,0,13,10,9,8,12,15,17,True
10315,12,10,6,9,15,2,4,1,13,5,8,14,18,17,19,11,16,7,0,3,11,14,10,4,18,13,19,0,2,6,16,3,8,5,9,12,1,7,15,17,True
10316,8,19,2,4,7,1,16,13,18,17,6,9,12,15,10,5,3,14,11,0,2,7,10,5,11,16,12,18,13,9,19,8,3,1,6,17,4,14,0,15,True
10317,18,0,1,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,16,13,0,2,9,8,1,10,3,18,5,7,6,4,11,12,14,19,15,17,True
10318,3,0,11,18,17,16,15,14,13,12,10,1,9,8,7,6,5,4,2,19,14,8,16,3,19,0,2,18,4,7,1,9,13,11,5,6,15,10,12,17,True
10319,19,14,2,18,4,6,7,8,9,17,15,13,5,11,0,12,16,10,1,3,5,2,11,6,12,8,10,7,19,3,1,9,13,4,18,14,0,16,15,17,True
10320,10,6,18,15,12,9,19,5,3,7,8,1,11,4,13,14,16,17,2,0,9,19,10,4,6,16,2,8,0,5,3,13,14,12,18,1,7,11,15,17,True
10321,10,12,18,1,15,6,9,16,13,11,19,8,7,4,2,5,3,14,17,0,4,3,2,10,0,8,7,11,6,16,9,13,18,12,1,14,5,19,17,15,True
10322,19,14,2,18,4,17,6,7,8,9,11,15,13,16,0,12,1,5,3,10,13,2,14,9,8,3,1,16,11,10,0,4,5,6,18,7,19,12,15,17,True
10323,11,0,1,18,17,16,15,14,13,12,10,9,8,7,6,5,4,3,2,19,14,18,9,12,4,11,8,13,5,19,3,10,1,0,16,2,6,15,17,7,True
10324,19,12,5,11,18,17,16,15,14,13,0,1,9,7,6,4,2,10,8,3,9,19,10,0,4,7,2,15,13,3,1,12,5,11,16,14,8,6,18,17,True
10325,10,9,18,16,15,13,12,11,1,19,7,6,4,2,8,5,14,17,0,3,3,2,0,4,18,14,8,5,19,12,9,6,7,1,13,16,10,11,17,15,True
10326,10,6,4,15,14,11,18,17,16,13,12,0,1,9,8,7,5,3,2,19,2,5,14,0,3,1,10,8,7,9,18,12,6,11,4,16,13,19,15,17,True
10327,8,3,17,0,11,18,16,15,14,13,12,10,1,9,7,6,5,4,2,19,18,6,5,0,11,14,2,10,15,7,19,1,4,8,9,12,13,16,17,3,True
10328,3,0,11,18,17,16,15,14,13,12,10,1,9,8,7,6,5,4,2,19,9,0,3,6,14,2,1,7,4,16,11,5,13,12,10,8,15,17,18,19,True
10329,10,1,16,12,18,17,15,14,13,11,0,9,8,7,6,5,4,3,2,19,6,9,7,18,16,10,2,0,13,4,1,5,8,12,19,3,11,14,15,17,True
10330,19,13,2,18,4,17,6,7,8,9,15,14,16,0,12,11,1,5,3,10,1,13,2,6,11,4,5,16,19,10,8,9,14,0,18,7,3,12,17,15,True
10331,0,11,2,6,4,16,18,17,15,14,13,10,7,5,19,12,9,1,8,3,0,10,11,8,7,3,5,9,6,4,19,14,13,12,2,16,1,18,17,15,True
10332,15,0,9,17,14,11,10,6,2,19,7,8,1,5,12,13,4,3,16,18,6,16,4,1,11,2,13,0,7,9,5,8,3,12,19,10,18,14,17,15,True
10333,2,17,7,14,13,18,4,6,16,15,0,10,11,5,12,9,8,19,1,3,0,3,5,14,8,2,19,6,1,16,11,7,18,4,9,10,12,13,17,15,True
10334,0,19,2,3,18,17,16,15,14,13,12,11,1,9,8,7,6,5,4,10,10,18,12,0,1,11,2,9,7,19,3,14,5,8,4,16,13,6,15,17,True
10335,0,11,18,17,16,15,14,13,12,10,9,8,7,6,5,4,2,19,1,3,3,7,4,9,16,0,10,8,1,6,13,11,5,19,14,18,2,12,17,15,True
10336,1,15,14,0,18,17,16,13,12,11,10,9,8,7,6,5,4,3,2,19,9,7,6,13,4,1,16,11,14,5,0,8,18,10,3,19,15,2,12,17,True
10337,18,1,10,9,17,16,13,12,19,8,7,4,2,11,6,5,14,15,3,0,5,10,2,16,19,15,14,12,18,7,8,3,4,1,9,13,11,0,6,17,True
10338,19,8,5,11,7,0,6,3,9,1,13,16,17,18,4,2,12,14,15,10,18,11,14,7,16,2,5,8,12,0,4,3,10,1,9,6,15,13,19,17,True
10339,10,16,12,1,9,18,15,13,11,19,8,7,6,4,2,5,14,3,17,0,14,5,0,16,10,12,11,3,7,6,8,2,9,4,19,13,18,17,15,1,True
10340,0,16,6,11,18,17,15,14,13,10,5,4,2,12,3,19,1,9,7,8,0,10,4,5,9,3,12,19,16,6,18,8,11,13,2,7,14,1,17,15,True
10341,3,0,11,18,17,16,15,14,13,12,10,1,9,8,7,6,5,4,2,19,19,5,10,2,13,14,18,0,16,8,11,7,3,15,12,6,9,4,1,17,True
10342,18,3,16,17,6,12,0,9,15,10,8,7,5,4,2,19,1,11,13,14,8,9,10,1,11,18,7,5,15,4,14,2,13,19,16,0,3,6,12,17,True
10343,16,19,13,2,18,4,17,6,7,8,9,15,14,0,12,11,1,5,3,10,18,10,1,2,7,15,9,3,14,4,6,13,16,5,11,12,19,8,0,17,True
10344,4,16,11,5,10,18,17,13,12,19,9,7,2,1,8,14,15,6,0,3,2,8,15,5,10,1,7,9,16,12,13,18,11,0,14,3,6,4,19,17,True
10345,19,2,4,7,8,5,13,18,17,16,15,14,0,12,11,1,9,6,10,3,2,7,1,5,10,9,18,11,19,12,3,8,0,6,13,16,14,17,4,15,True
10346,19,13,12,2,3,4,7,17,8,9,11,15,18,16,0,14,1,6,5,10,2,14,10,13,7,0,4,8,6,3,1,19,9,12,16,5,15,11,18,17,True
10347,0,13,17,4,16,6,15,8,9,14,11,12,18,10,1,7,5,3,2,19,2,5,10,3,1,4,7,8,9,12,6,0,18,19,13,11,14,16,15,17,True
10348,11,4,0,18,17,16,15,14,13,12,10,1,9,8,7,6,5,3,2,19,19,4,8,5,6,12,13,7,3,16,9,0,2,18,1,14,10,11,15,17,True
10349,2,6,7,10,13,18,17,15,14,19,9,8,4,1,11,12,5,16,3,0,5,10,12,2,8,14,15,11,19,3,13,9,6,18,1,4,7,0,16,17,True
10350,14,6,12,18,11,7,17,1,19,2,3,4,9,13,15,16,0,8,5,10,0,9,3,1,13,10,5,6,4,19,16,2,12,7,14,8,11,18,15,17,True
10351,0,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,5,13,9,10,8,2,12,3,7,0,19,6,4,1,18,16,14,11,15,17,True
10352,0,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,3,1,12,16,5,9,0,14,7,8,4,13,2,11,19,10,18,6,15,17,True
10353,0,9,17,14,12,11,19,6,2,7,1,5,4,13,15,16,18,10,8,3,15,9,2,14,5,6,13,11,19,10,7,4,0,18,1,12,16,3,8,17,True
10354,19,18,1,13,3,17,6,8,9,16,15,14,0,12,11,7,5,4,2,10,13,4,12,9,0,1,3,18,7,11,6,16,5,2,10,14,8,19,17,15,True
10355,7,10,9,18,16,13,12,1,19,8,4,2,6,11,15,17,5,14,3,0,2,6,5,7,18,16,10,8,19,12,0,13,3,11,9,14,4,1,17,15,True
10356,8,5,7,2,19,15,18,4,6,9,1,11,13,16,0,14,12,10,17,3,2,14,18,6,5,13,0,3,15,9,1,7,8,10,4,16,11,19,12,17,True
10357,7,2,17,14,12,0,19,6,8,9,1,11,5,13,4,15,16,3,18,10,14,9,3,11,16,2,18,4,8,7,1,0,10,13,6,19,5,12,17,15,True
10358,0,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,14,12,8,3,13,10,2,7,0,19,16,1,11,18,15,4,6,5,9,17,True
10359,1,18,13,8,9,10,16,15,12,11,19,7,6,4,2,5,14,3,17,0,4,7,5,3,6,10,2,0,13,9,14,11,1,15,8,16,19,18,12,17,True
10360,10,9,18,17,15,14,13,1,19,8,7,6,4,3,2,11,12,5,16,0,7,1,2,10,16,9,13,8,5,19,0,6,12,4,15,17,14,3,11,18,True
10361,8,0,11,18,17,16,15,14,13,12,10,1,9,7,6,5,4,3,2,19,10,14,4,16,5,13,7,8,3,1,11,2,0,6,19,9,12,18,15,17,True
10362,13,9,1,0,11,18,17,16,15,14,12,10,8,7,6,5,4,3,2,19,17,9,10,4,19,16,7,2,6,13,8,0,12,5,3,1,11,14,15,18,True
10363,19,2,4,7,8,12,18,17,16,15,14,13,0,11,1,9,6,5,3,10,14,2,5,11,9,7,3,10,19,8,12,18,0,1,16,13,17,6,4,15,True
10364,0,11,18,17,16,15,14,13,10,6,5,4,2,9,1,8,12,7,3,19,5,0,3,9,11,12,7,8,10,1,13,2,4,16,14,6,18,17,19,15,True
10365,14,0,12,7,4,5,16,8,15,11,18,17,19,6,2,13,1,9,3,10,16,14,11,0,1,6,5,13,4,8,9,7,3,2,18,19,12,10,15,17,True
10366,10,3,12,2,17,7,14,18,16,15,13,0,11,1,9,8,6,5,4,19,3,15,2,12,8,0,10,14,7,19,17,1,5,9,6,18,16,13,4,11,True
10367,2,7,12,10,17,1,18,16,14,13,19,9,8,4,11,6,15,5,3,0,0,11,5,9,4,2,10,13,3,14,7,1,16,8,19,15,6,18,12,17,True
10368,0,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,6,7,3,2,8,10,16,19,4,5,14,0,9,11,13,18,1,12,15,17,True
10369,1,16,0,18,15,12,11,10,9,7,6,5,13,14,4,17,2,19,8,3,1,0,4,10,2,5,14,16,7,9,6,19,8,11,17,18,3,13,12,15,True
10370,5,13,18,3,17,6,8,9,1,0,16,15,14,10,12,11,7,4,2,19,1,15,2,10,7,9,3,16,0,19,8,5,14,18,4,11,12,6,13,17,True
10371,18,7,19,17,5,11,16,15,14,13,12,0,9,8,6,4,2,10,1,3,1,2,12,5,11,9,3,7,6,10,19,18,8,4,0,14,16,15,13,17,True
10372,11,2,7,0,18,17,16,15,14,13,12,10,1,9,8,6,5,4,3,19,5,2,7,12,9,1,14,8,3,10,19,4,0,11,16,18,6,13,15,17,True
10373,3,0,11,18,17,16,15,14,13,12,10,1,9,8,7,6,5,4,2,19,1,5,10,16,8,2,0,7,3,12,13,15,4,19,9,18,6,11,14,17,True
10374,0,8,10,6,9,19,5,7,18,15,13,12,11,2,4,1,16,17,14,3,12,1,5,18,0,2,7,10,19,6,9,3,8,16,13,11,4,14,15,17,True
10375,16,0,1,18,17,15,14,13,12,11,10,9,8,7,6,5,4,2,19,3,10,8,7,6,11,18,2,9,16,0,15,19,14,5,12,3,13,17,1,4,True
10376,10,9,18,17,16,13,12,1,19,8,7,4,2,11,6,5,14,15,3,0,19,10,8,3,14,7,1,5,18,12,2,13,9,6,0,16,4,11,17,15,True
10377,16,7,0,11,18,17,15,14,13,12,10,1,9,8,6,5,4,3,2,19,2,6,10,9,5,13,8,7,3,12,16,4,0,19,15,11,14,1,18,17,True
